STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/14/18,,,0.02,0,4,,38,29,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/15/18,,,0,0,4,,38,28,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/16/18,,,0,0,2,,44,30,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/17/18,,,0,0,0,,39,25,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/18/18,,,0,0,0,,45,25,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/19/18,,,0,0,0,,41,24,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/20/18,,,0,0,0,,44,26,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/21/18,,,0,0,0,,37,27,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/22/18,,,0.68,7,7,,35,29,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/23/18,,,0,0,2,,48,32,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/24/18,,,0,0,,,48,33,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/25/18,,,0,0,,,47,30,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/26/18,,,0,0,0,,43,25,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/27/18,,,0,0,0,,50,26,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/28/18,,,0.11,0,0,,44,26,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/29/18,,,0,0,0,,51,35,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/30/18,,,0.09,0,0,,51,45,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,3/31/18,,,0.04,0,0,,56,35,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/1/18,,,0,0,0,,56,37,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/2/18,,,0.36,5,5,,55,30,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/3/18,,,0.15,,2,,41,29,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/4/18,,,0.45,0,0,,39,31,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/5/18,,,0.01,0,0,,53,31,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/6/18,,,0,0,0,,44,28,,,,,,,,
USC00280907,"BOONTON 1 SE, NJ US",40.8917,-74.3962,85.3,4/7/18,,,0.03,0,0,,57,29,,,,,,,,
