STATION,date,ENTRIES,EXITS
57 ST-7 AV,2018-03-07,20368.0,7149.0
57 ST-7 AV,2018-03-08,28726.0,10437.0
57 ST-7 AV,2018-03-09,28156.0,10412.0
59 ST,2018-03-03,30474.0,25557.0
59 ST,2018-03-04,21905.0,18743.0
59 ST,2018-03-05,58813.0,48894.0
59 ST,2018-03-06,63091.0,51845.0
59 ST,2018-03-07,42411.0,36002.0
59 ST,2018-03-08,59888.0,50311.0
59 ST,2018-03-09,60632.0,50690.0
59 ST COLUMBUS,2018-03-03,40018.0,32012.0
59 ST COLUMBUS,2018-03-04,31393.0,24855.0
59 ST COLUMBUS,2018-03-05,71779.0,57526.0
59 ST COLUMBUS,2018-03-06,76541.0,60224.0
59 ST COLUMBUS,2018-03-07,49047.0,39553.0
59 ST COLUMBUS,2018-03-08,72553.0,57850.0
59 ST COLUMBUS,2018-03-09,69610.0,56630.0
6 AV,2018-03-03,404.0,2056.0
6 AV,2018-03-04,238.0,1478.0
6 AV,2018-03-05,494.0,2452.0
6 AV,2018-03-06,474.0,2446.0
6 AV,2018-03-07,116.0,1983.0
6 AV,2018-03-08,252.0,2726.0
6 AV,2018-03-09,625.0,2573.0
61 ST WOODSIDE,2018-03-03,7019.0,4700.0
61 ST WOODSIDE,2018-03-04,7113.0,6357.0
61 ST WOODSIDE,2018-03-05,15933.0,14173.0
61 ST WOODSIDE,2018-03-06,16178.0,14547.0
61 ST WOODSIDE,2018-03-07,11896.0,11323.0
61 ST WOODSIDE,2018-03-08,15783.0,13573.0
61 ST WOODSIDE,2018-03-09,15909.0,14520.0
63 DR-REGO PARK,2018-03-03,8376.0,3498.0
63 DR-REGO PARK,2018-03-04,6663.0,2870.0
63 DR-REGO PARK,2018-03-05,16221.0,5549.0
63 DR-REGO PARK,2018-03-06,16687.0,5868.0
63 DR-REGO PARK,2018-03-07,12044.0,4075.0
63 DR-REGO PARK,2018-03-08,15967.0,5678.0
63 DR-REGO PARK,2018-03-09,16411.0,5647.0
65 ST,2018-03-03,2154.0,1475.0
65 ST,2018-03-04,1829.0,1253.0
65 ST,2018-03-05,3629.0,2055.0
65 ST,2018-03-06,3655.0,2054.0
65 ST,2018-03-07,2931.0,1941.0
65 ST,2018-03-08,3593.0,2013.0
65 ST,2018-03-09,3792.0,2234.0
66 ST-LINCOLN,2018-03-03,11662.0,12960.0
66 ST-LINCOLN,2018-03-04,9445.0,9888.0
66 ST-LINCOLN,2018-03-05,19354.0,19118.0
66 ST-LINCOLN,2018-03-06,20326.0,20548.0
66 ST-LINCOLN,2018-03-07,16458.0,16508.0
66 ST-LINCOLN,2018-03-08,20275.0,19801.0
66 ST-LINCOLN,2018-03-09,20509.0,20543.0
67 AV,2018-03-03,3729.0,1708.0
67 AV,2018-03-04,2873.0,1408.0
67 AV,2018-03-05,9323.0,4476.0
67 AV,2018-03-06,9949.0,4616.0
67 AV,2018-03-07,7423.0,3672.0
67 AV,2018-03-08,9623.0,4501.0
67 AV,2018-03-09,9191.0,4164.0
68ST-HUNTER CO,2018-03-03,7763.0,8279.0
68ST-HUNTER CO,2018-03-04,5524.0,6352.0
68ST-HUNTER CO,2018-03-05,22533.0,18736.0
68ST-HUNTER CO,2018-03-06,23438.0,19189.0
68ST-HUNTER CO,2018-03-07,16451.0,12622.0
68ST-HUNTER CO,2018-03-08,21852.0,17074.0
68ST-HUNTER CO,2018-03-09,21839.0,17038.0
69 ST,2018-03-03,2838.0,2549.0
69 ST,2018-03-04,2404.0,2238.0
69 ST,2018-03-05,4675.0,4403.0
69 ST,2018-03-06,4805.0,4422.0
69 ST,2018-03-07,3568.0,3630.0
69 ST,2018-03-08,4688.0,4142.0
69 ST,2018-03-09,4798.0,4410.0
7 AV,2018-03-03,15983.0,15010.0
7 AV,2018-03-04,12836.0,12486.0
7 AV,2018-03-05,34787.0,31610.0
7 AV,2018-03-06,35705.0,31982.0
7 AV,2018-03-07,28011.0,25109.0
7 AV,2018-03-08,35252.0,31429.0
7 AV,2018-03-09,36128.0,32645.0
71 ST,2018-03-03,3436.0,1614.0
71 ST,2018-03-04,2763.0,972.0
71 ST,2018-03-05,6036.0,2056.0
71 ST,2018-03-06,6140.0,1933.0
71 ST,2018-03-07,4772.0,1647.0
71 ST,2018-03-08,5902.0,1859.0
71 ST,2018-03-09,5738.0,1921.0
72 ST,2018-03-03,22385.0,20488.0
72 ST,2018-03-04,19595.0,17903.0
72 ST,2018-03-05,38341.0,30636.0
72 ST,2018-03-06,39703.0,31035.0
72 ST,2018-03-07,29997.0,22435.0
72 ST,2018-03-08,39106.0,29506.0
72 ST,2018-03-09,32223.0,24813.0
72 ST-2 AVE,2018-03-03,12997.0,11039.0
72 ST-2 AVE,2018-03-04,9975.0,9455.0
72 ST-2 AVE,2018-03-05,27303.0,24772.0
72 ST-2 AVE,2018-03-06,29161.0,25659.0
72 ST-2 AVE,2018-03-07,22978.0,20528.0
72 ST-2 AVE,2018-03-08,28130.0,24344.0
72 ST-2 AVE,2018-03-09,28015.0,24645.0
74 ST-BROADWAY,2018-03-03,2706.0,3947.0
74 ST-BROADWAY,2018-03-04,2202.0,3058.0
74 ST-BROADWAY,2018-03-05,3263.0,4562.0
74 ST-BROADWAY,2018-03-06,3205.0,4733.0
74 ST-BROADWAY,2018-03-07,2155.0,3004.0
74 ST-BROADWAY,2018-03-08,3043.0,4510.0
74 ST-BROADWAY,2018-03-09,3142.0,4783.0
75 AV,2018-03-03,1714.0,151.0
75 AV,2018-03-04,1380.0,76.0
75 AV,2018-03-05,3590.0,119.0
75 AV,2018-03-06,3785.0,151.0
75 AV,2018-03-07,2802.0,198.0
75 AV,2018-03-08,3648.0,120.0
75 AV,2018-03-09,3643.0,100.0
75 ST-ELDERTS,2018-03-03,0.0,12.0
75 ST-ELDERTS,2018-03-04,6.0,25.0
75 ST-ELDERTS,2018-03-05,3690.0,2521.0
75 ST-ELDERTS,2018-03-06,3833.0,2663.0
75 ST-ELDERTS,2018-03-07,2978.0,2060.0
75 ST-ELDERTS,2018-03-08,3714.0,2527.0
75 ST-ELDERTS,2018-03-09,3571.0,2312.0
77 ST,2018-03-03,14271.0,15026.0
77 ST,2018-03-04,10337.0,11450.0
77 ST,2018-03-05,29060.0,25520.0
77 ST,2018-03-06,30644.0,26544.0
77 ST,2018-03-07,22931.0,21533.0
77 ST,2018-03-08,29735.0,25496.0
77 ST,2018-03-09,29717.0,25905.0
79 ST,2018-03-03,14390.0,6238.0
79 ST,2018-03-04,12390.0,5958.0
79 ST,2018-03-05,19788.0,8609.0
79 ST,2018-03-06,20892.0,8710.0
79 ST,2018-03-07,16491.0,7499.0
79 ST,2018-03-08,20879.0,8816.0
79 ST,2018-03-09,20431.0,8974.0
8 AV,2018-03-03,22647.0,17654.0
8 AV,2018-03-04,20869.0,15079.0
8 AV,2018-03-05,28930.0,19680.0
8 AV,2018-03-06,29844.0,21409.0
8 AV,2018-03-07,20602.0,15985.0
8 AV,2018-03-08,28062.0,20578.0
8 AV,2018-03-09,30856.0,22040.0
8 ST-NYU,2018-03-03,13202.0,10860.0
8 ST-NYU,2018-03-04,10384.0,8283.0
8 ST-NYU,2018-03-05,16395.0,11440.0
8 ST-NYU,2018-03-06,17457.0,12280.0
8 ST-NYU,2018-03-07,12325.0,7956.0
8 ST-NYU,2018-03-08,16934.0,12114.0
8 ST-NYU,2018-03-09,18000.0,12841.0
80 ST,2018-03-03,2355.0,1149.0
80 ST,2018-03-04,1716.0,962.0
80 ST,2018-03-05,4365.0,2002.0
80 ST,2018-03-06,4622.0,2140.0
80 ST,2018-03-07,3440.0,1880.0
80 ST,2018-03-08,4360.0,1924.0
80 ST,2018-03-09,4417.0,1998.0
81 ST-MUSEUM,2018-03-03,3086.0,5091.0
81 ST-MUSEUM,2018-03-04,3027.0,4500.0
81 ST-MUSEUM,2018-03-05,10199.0,8468.0
81 ST-MUSEUM,2018-03-06,10629.0,8828.0
81 ST-MUSEUM,2018-03-07,11694.0,9473.0
81 ST-MUSEUM,2018-03-08,10045.0,8348.0
81 ST-MUSEUM,2018-03-09,10648.0,8970.0
82 ST-JACKSON H,2018-03-03,6501.0,7436.0
82 ST-JACKSON H,2018-03-04,4440.0,5233.0
82 ST-JACKSON H,2018-03-05,14995.0,15778.0
82 ST-JACKSON H,2018-03-06,15295.0,15925.0
82 ST-JACKSON H,2018-03-07,11069.0,11547.0
82 ST-JACKSON H,2018-03-08,14781.0,15295.0
82 ST-JACKSON H,2018-03-09,14985.0,15734.0
85 ST-FOREST PK,2018-03-03,0.0,6.0
85 ST-FOREST PK,2018-03-04,8.0,12.0
85 ST-FOREST PK,2018-03-05,3929.0,2361.0
85 ST-FOREST PK,2018-03-06,4049.0,2464.0
85 ST-FOREST PK,2018-03-07,3065.0,2014.0
85 ST-FOREST PK,2018-03-08,3876.0,2340.0
85 ST-FOREST PK,2018-03-09,3979.0,2450.0
86 ST,2018-03-03,43596.0,38827.0
86 ST,2018-03-04,33357.0,31896.0
86 ST,2018-03-05,83361.0,65663.0
86 ST,2018-03-06,86696.0,68157.0
86 ST,2018-03-07,62442.0,50641.0
86 ST,2018-03-08,85105.0,66711.0
86 ST,2018-03-09,86529.0,69344.0
86 ST-2 AVE,2018-03-03,16239.0,10549.0
86 ST-2 AVE,2018-03-04,12415.0,9587.0
86 ST-2 AVE,2018-03-05,22878.0,14497.0
86 ST-2 AVE,2018-03-06,24293.0,14461.0
86 ST-2 AVE,2018-03-07,18274.0,12638.0
86 ST-2 AVE,2018-03-08,24084.0,14188.0
86 ST-2 AVE,2018-03-09,24251.0,14490.0
88 ST,2018-03-03,1379.0,482.0
88 ST,2018-03-04,949.0,411.0
88 ST,2018-03-05,2912.0,1009.0
88 ST,2018-03-06,2991.0,1071.0
88 ST,2018-03-07,2205.0,893.0
88 ST,2018-03-08,2867.0,981.0
88 ST,2018-03-09,2856.0,954.0
9 AV,2018-03-03,3191.0,2453.0
9 AV,2018-03-04,2702.0,2267.0
9 AV,2018-03-05,5384.0,4273.0
9 AV,2018-03-06,5489.0,4581.0
9 AV,2018-03-07,4233.0,3913.0
9 AV,2018-03-08,5366.0,4251.0
9 AV,2018-03-09,5374.0,4737.0
90 ST-ELMHURST,2018-03-03,9641.0,2671.0
90 ST-ELMHURST,2018-03-04,6405.0,2040.0
90 ST-ELMHURST,2018-03-05,16446.0,7652.0
90 ST-ELMHURST,2018-03-06,16837.0,7538.0
90 ST-ELMHURST,2018-03-07,13243.0,6098.0
90 ST-ELMHURST,2018-03-08,16818.0,7230.0
90 ST-ELMHURST,2018-03-09,16951.0,7278.0
96 ST,2018-03-03,32202.0,25266.0
96 ST,2018-03-04,25890.0,23544.0
96 ST,2018-03-05,59930.0,43078.0
96 ST,2018-03-06,63353.0,45044.0
96 ST,2018-03-07,46457.0,36249.0
96 ST,2018-03-08,60983.0,42272.0
96 ST,2018-03-09,61866.0,45292.0
96 ST-2 AVE,2018-03-03,10974.0,6973.0
96 ST-2 AVE,2018-03-04,8184.0,6383.0
96 ST-2 AVE,2018-03-05,18074.0,11557.0
96 ST-2 AVE,2018-03-06,19072.0,11571.0
96 ST-2 AVE,2018-03-07,14209.0,9595.0
96 ST-2 AVE,2018-03-08,18871.0,11084.0
96 ST-2 AVE,2018-03-09,18968.0,11326.0
9TH STREET,2018-03-03,2744.0,4281.0
9TH STREET,2018-03-04,2093.0,2927.0
9TH STREET,2018-03-05,4503.0,5119.0
9TH STREET,2018-03-06,4938.0,5423.0
9TH STREET,2018-03-07,2126.0,2570.0
9TH STREET,2018-03-08,3986.0,4752.0
9TH STREET,2018-03-09,4729.0,5569.0
ALABAMA AV,2018-03-03,52.0,64.0
ALABAMA AV,2018-03-04,3.0,1.0
ALABAMA AV,2018-03-05,2175.0,2056.0
ALABAMA AV,2018-03-06,2218.0,2190.0
ALABAMA AV,2018-03-07,1705.0,1701.0
ALABAMA AV,2018-03-08,2028.0,2083.0
ALABAMA AV,2018-03-09,2146.0,2093.0
ALLERTON AV,2018-03-03,2540.0,1897.0
ALLERTON AV,2018-03-04,1891.0,1664.0
ALLERTON AV,2018-03-05,5102.0,1672.0
ALLERTON AV,2018-03-06,5321.0,1758.0
ALLERTON AV,2018-03-07,3712.0,1393.0
ALLERTON AV,2018-03-08,4972.0,1701.0
ALLERTON AV,2018-03-09,5036.0,1849.0
AQUEDUCT N.COND,2018-03-03,450.0,1507.0
AQUEDUCT N.COND,2018-03-04,297.0,1250.0
AQUEDUCT N.COND,2018-03-05,982.0,1318.0
AQUEDUCT N.COND,2018-03-06,999.0,1448.0
AQUEDUCT N.COND,2018-03-07,668.0,934.0
AQUEDUCT N.COND,2018-03-08,923.0,1445.0
AQUEDUCT N.COND,2018-03-09,945.0,1711.0
AQUEDUCT RACETR,2018-03-03,2326.0,206.0
AQUEDUCT RACETR,2018-03-04,2087.0,158.0
AQUEDUCT RACETR,2018-03-05,1662.0,133.0
AQUEDUCT RACETR,2018-03-06,1837.0,146.0
AQUEDUCT RACETR,2018-03-07,1288.0,108.0
AQUEDUCT RACETR,2018-03-08,1901.0,174.0
AQUEDUCT RACETR,2018-03-09,2230.0,195.0
ASTOR PL,2018-03-03,5960.0,4883.0
ASTOR PL,2018-03-04,4904.0,3660.0
ASTOR PL,2018-03-05,13261.0,14657.0
ASTOR PL,2018-03-06,14026.0,15536.0
ASTOR PL,2018-03-07,10682.0,11332.0
ASTOR PL,2018-03-08,14126.0,15650.0
ASTOR PL,2018-03-09,14761.0,17719.0
ASTORIA BLVD,2018-03-03,10097.0,6644.0
ASTORIA BLVD,2018-03-04,7247.0,5677.0
ASTORIA BLVD,2018-03-05,17284.0,11935.0
ASTORIA BLVD,2018-03-06,18242.0,12834.0
ASTORIA BLVD,2018-03-07,12943.0,9325.0
ASTORIA BLVD,2018-03-08,17735.0,11823.0
ASTORIA BLVD,2018-03-09,18228.0,11459.0
ASTORIA DITMARS,2018-03-03,9315.0,7499.0
ASTORIA DITMARS,2018-03-04,6721.0,6036.0
ASTORIA DITMARS,2018-03-05,16485.0,13523.0
ASTORIA DITMARS,2018-03-06,17160.0,13802.0
ASTORIA DITMARS,2018-03-07,12059.0,10394.0
ASTORIA DITMARS,2018-03-08,16583.0,13194.0
ASTORIA DITMARS,2018-03-09,17055.0,12987.0
ATL AV-BARCLAY,2018-03-03,26365.0,26105.0
ATL AV-BARCLAY,2018-03-04,21098.0,18828.0
ATL AV-BARCLAY,2018-03-05,43397.0,37256.0
ATL AV-BARCLAY,2018-03-06,49661.0,43950.0
ATL AV-BARCLAY,2018-03-07,33682.0,34080.0
ATL AV-BARCLAY,2018-03-08,48878.0,47526.0
ATL AV-BARCLAY,2018-03-09,47240.0,48710.0
ATLANTIC AV,2018-03-03,1128.0,389.0
ATLANTIC AV,2018-03-04,816.0,345.0
ATLANTIC AV,2018-03-05,1975.0,828.0
ATLANTIC AV,2018-03-06,2067.0,766.0
ATLANTIC AV,2018-03-07,1443.0,638.0
ATLANTIC AV,2018-03-08,1941.0,741.0
ATLANTIC AV,2018-03-09,2026.0,752.0
AVENUE H,2018-03-03,1801.0,1335.0
AVENUE H,2018-03-04,1447.0,1176.0
AVENUE H,2018-03-05,4019.0,3136.0
AVENUE H,2018-03-06,4244.0,3140.0
AVENUE H,2018-03-07,2889.0,2295.0
AVENUE H,2018-03-08,4049.0,3075.0
AVENUE H,2018-03-09,3280.0,2391.0
AVENUE J,2018-03-03,3137.0,1388.0
AVENUE J,2018-03-04,3214.0,1551.0
AVENUE J,2018-03-05,6809.0,3106.0
AVENUE J,2018-03-06,6990.0,3219.0
AVENUE J,2018-03-07,4983.0,2493.0
AVENUE J,2018-03-08,6821.0,2996.0
AVENUE J,2018-03-09,6226.0,2727.0
AVENUE M,2018-03-03,2584.0,944.0
AVENUE M,2018-03-04,2636.0,1037.0
AVENUE M,2018-03-05,6838.0,2639.0
AVENUE M,2018-03-06,7009.0,2852.0
AVENUE M,2018-03-07,5206.0,2389.0
AVENUE M,2018-03-08,6876.0,2655.0
AVENUE M,2018-03-09,6365.0,2647.0
AVENUE N,2018-03-03,653.0,64.0
AVENUE N,2018-03-04,596.0,87.0
AVENUE N,2018-03-05,1846.0,149.0
AVENUE N,2018-03-06,1860.0,122.0
AVENUE N,2018-03-07,1531.0,132.0
AVENUE N,2018-03-08,1888.0,141.0
AVENUE N,2018-03-09,1787.0,116.0
AVENUE P,2018-03-03,586.0,80.0
AVENUE P,2018-03-04,516.0,86.0
AVENUE P,2018-03-05,1598.0,170.0
AVENUE P,2018-03-06,1651.0,153.0
AVENUE P,2018-03-07,1266.0,124.0
AVENUE P,2018-03-08,1548.0,136.0
AVENUE P,2018-03-09,1496.0,149.0
AVENUE U,2018-03-03,6814.0,2383.0
AVENUE U,2018-03-04,5713.0,2091.0
AVENUE U,2018-03-05,11216.0,3713.0
AVENUE U,2018-03-06,11331.0,3800.0
AVENUE U,2018-03-07,8550.0,3462.0
AVENUE U,2018-03-08,10841.0,3418.0
AVENUE U,2018-03-09,11119.0,3741.0
AVENUE X,2018-03-03,1204.0,764.0
AVENUE X,2018-03-04,1027.0,706.0
AVENUE X,2018-03-05,3113.0,2045.0
AVENUE X,2018-03-06,3226.0,2067.0
AVENUE X,2018-03-07,2429.0,1663.0
AVENUE X,2018-03-08,3001.0,1935.0
AVENUE X,2018-03-09,2943.0,1842.0
B'WAY-LAFAYETTE,2018-03-03,10449.0,13273.0
B'WAY-LAFAYETTE,2018-03-04,7737.0,8973.0
B'WAY-LAFAYETTE,2018-03-05,16842.0,24492.0
B'WAY-LAFAYETTE,2018-03-06,17885.0,26233.0
B'WAY-LAFAYETTE,2018-03-07,12817.0,17071.0
B'WAY-LAFAYETTE,2018-03-08,17483.0,26577.0
B'WAY-LAFAYETTE,2018-03-09,19091.0,28953.0
BAY 50 ST,2018-03-03,1510.0,225.0
BAY 50 ST,2018-03-04,1182.0,183.0
BAY 50 ST,2018-03-05,2813.0,671.0
BAY 50 ST,2018-03-06,2875.0,666.0
BAY 50 ST,2018-03-07,2145.0,576.0
BAY 50 ST,2018-03-08,3024.0,726.0
BAY 50 ST,2018-03-09,2758.0,661.0
BAY PKWY,2018-03-03,5500.0,4285.0
BAY PKWY,2018-03-04,3939.0,3459.0
BAY PKWY,2018-03-05,3070.0,8247.0
BAY PKWY,2018-03-06,8929.0,9363.0
BAY PKWY,2018-03-07,6825.0,7623.0
BAY PKWY,2018-03-08,8418.0,8592.0
BAY PKWY,2018-03-09,8515.0,8786.0
BAY RIDGE AV,2018-03-03,4150.0,1703.0
BAY RIDGE AV,2018-03-04,2934.0,1223.0
BAY RIDGE AV,2018-03-05,7405.0,3182.0
BAY RIDGE AV,2018-03-06,7629.0,3316.0
BAY RIDGE AV,2018-03-07,5809.0,2639.0
BAY RIDGE AV,2018-03-08,7559.0,3310.0
BAY RIDGE AV,2018-03-09,7584.0,3123.0
BAY RIDGE-95 ST,2018-03-03,2845.0,1642.0
BAY RIDGE-95 ST,2018-03-04,2173.0,1364.0
BAY RIDGE-95 ST,2018-03-05,6119.0,3561.0
BAY RIDGE-95 ST,2018-03-06,6344.0,3679.0
BAY RIDGE-95 ST,2018-03-07,4692.0,2820.0
BAY RIDGE-95 ST,2018-03-08,6147.0,3420.0
BAY RIDGE-95 ST,2018-03-09,5969.0,3233.0
BAYCHESTER AV,2018-03-03,1066.0,350.0
BAYCHESTER AV,2018-03-04,963.0,244.0
BAYCHESTER AV,2018-03-05,3915.0,533.0
BAYCHESTER AV,2018-03-06,4008.0,507.0
BAYCHESTER AV,2018-03-07,2424.0,418.0
BAYCHESTER AV,2018-03-08,3466.0,469.0
BAYCHESTER AV,2018-03-09,3858.0,598.0
BEACH 105 ST,2018-03-03,100.0,123.0
BEACH 105 ST,2018-03-04,58.0,75.0
BEACH 105 ST,2018-03-05,268.0,262.0
BEACH 105 ST,2018-03-06,233.0,281.0
BEACH 105 ST,2018-03-07,190.0,272.0
BEACH 105 ST,2018-03-08,294.0,295.0
BEACH 105 ST,2018-03-09,261.0,250.0
BEACH 25 ST,2018-03-03,941.0,871.0
BEACH 25 ST,2018-03-04,769.0,835.0
BEACH 25 ST,2018-03-05,2058.0,2174.0
BEACH 25 ST,2018-03-06,2183.0,2177.0
BEACH 25 ST,2018-03-07,1515.0,1508.0
BEACH 25 ST,2018-03-08,1970.0,2080.0
BEACH 25 ST,2018-03-09,2039.0,1943.0
BEACH 36 ST,2018-03-03,535.0,487.0
BEACH 36 ST,2018-03-04,376.0,404.0
BEACH 36 ST,2018-03-05,1012.0,997.0
BEACH 36 ST,2018-03-06,989.0,942.0
BEACH 36 ST,2018-03-07,710.0,701.0
BEACH 36 ST,2018-03-08,939.0,921.0
BEACH 36 ST,2018-03-09,976.0,901.0
BEACH 44 ST,2018-03-03,471.0,442.0
BEACH 44 ST,2018-03-04,305.0,348.0
BEACH 44 ST,2018-03-05,752.0,716.0
BEACH 44 ST,2018-03-06,755.0,768.0
BEACH 44 ST,2018-03-07,550.0,556.0
BEACH 44 ST,2018-03-08,692.0,680.0
BEACH 44 ST,2018-03-09,788.0,678.0
BEACH 60 ST,2018-03-03,1314.0,841.0
BEACH 60 ST,2018-03-04,991.0,711.0
BEACH 60 ST,2018-03-05,2316.0,1606.0
BEACH 60 ST,2018-03-06,2320.0,1595.0
BEACH 60 ST,2018-03-07,1701.0,1193.0
BEACH 60 ST,2018-03-08,2242.0,1486.0
BEACH 60 ST,2018-03-09,2321.0,1541.0
BEACH 67 ST,2018-03-03,1412.0,939.0
BEACH 67 ST,2018-03-04,1098.0,795.0
BEACH 67 ST,2018-03-05,2297.0,1630.0
BEACH 67 ST,2018-03-06,2381.0,1583.0
BEACH 67 ST,2018-03-07,1672.0,1241.0
BEACH 67 ST,2018-03-08,2289.0,1631.0
BEACH 67 ST,2018-03-09,2331.0,1529.0
BEACH 90 ST,2018-03-03,477.0,412.0
BEACH 90 ST,2018-03-04,299.0,262.0
BEACH 90 ST,2018-03-05,775.0,613.0
BEACH 90 ST,2018-03-06,836.0,532.0
BEACH 90 ST,2018-03-07,590.0,548.0
BEACH 90 ST,2018-03-08,797.0,533.0
BEACH 90 ST,2018-03-09,842.0,547.0
BEACH 98 ST,2018-03-03,269.0,241.0
BEACH 98 ST,2018-03-04,136.0,147.0
BEACH 98 ST,2018-03-05,521.0,462.0
BEACH 98 ST,2018-03-06,498.0,466.0
BEACH 98 ST,2018-03-07,364.0,462.0
BEACH 98 ST,2018-03-08,499.0,406.0
BEACH 98 ST,2018-03-09,518.0,422.0
BEDFORD AV,2018-03-03,24713.0,27980.0
BEDFORD AV,2018-03-04,19188.0,19895.0
BEDFORD AV,2018-03-05,25107.0,27451.0
BEDFORD AV,2018-03-06,26777.0,29307.0
BEDFORD AV,2018-03-07,17843.0,19262.0
BEDFORD AV,2018-03-08,26284.0,28540.0
BEDFORD AV,2018-03-09,27655.0,31635.0
BEDFORD PK BLVD,2018-03-03,6420.0,4058.0
BEDFORD PK BLVD,2018-03-04,4737.0,3175.0
BEDFORD PK BLVD,2018-03-05,12948.0,7719.0
BEDFORD PK BLVD,2018-03-06,13473.0,8231.0
BEDFORD PK BLVD,2018-03-07,9559.0,5917.0
BEDFORD PK BLVD,2018-03-08,13245.0,7639.0
BEDFORD PK BLVD,2018-03-09,13185.0,7437.0
BEDFORD-NOSTRAN,2018-03-03,5406.0,2983.0
BEDFORD-NOSTRAN,2018-03-04,4324.0,2563.0
BEDFORD-NOSTRAN,2018-03-05,9002.0,4555.0
BEDFORD-NOSTRAN,2018-03-06,9468.0,4920.0
BEDFORD-NOSTRAN,2018-03-07,7331.0,3882.0
BEDFORD-NOSTRAN,2018-03-08,9350.0,4585.0
BEDFORD-NOSTRAN,2018-03-09,9700.0,4492.0
BERGEN ST,2018-03-03,7451.0,5921.0
BERGEN ST,2018-03-04,5868.0,4584.0
BERGEN ST,2018-03-05,14167.0,8882.0
BERGEN ST,2018-03-06,14866.0,9320.0
BERGEN ST,2018-03-07,11441.0,7517.0
BERGEN ST,2018-03-08,14648.0,9113.0
BERGEN ST,2018-03-09,14657.0,9523.0
BEVERLEY ROAD,2018-03-03,2116.0,1859.0
BEVERLEY ROAD,2018-03-04,1701.0,1677.0
BEVERLEY ROAD,2018-03-05,3432.0,2695.0
BEVERLEY ROAD,2018-03-06,3500.0,2735.0
BEVERLEY ROAD,2018-03-07,2680.0,2297.0
BEVERLEY ROAD,2018-03-08,3445.0,2713.0
BEVERLEY ROAD,2018-03-09,3494.0,2585.0
BEVERLY RD,2018-03-03,2455.0,510.0
BEVERLY RD,2018-03-04,1745.0,393.0
BEVERLY RD,2018-03-05,4505.0,761.0
BEVERLY RD,2018-03-06,4592.0,796.0
BEVERLY RD,2018-03-07,3644.0,602.0
BEVERLY RD,2018-03-08,4559.0,782.0
BEVERLY RD,2018-03-09,4568.0,779.0
BLEECKER ST,2018-03-03,9448.0,6560.0
BLEECKER ST,2018-03-04,7279.0,4199.0
BLEECKER ST,2018-03-05,13933.0,5410.0
BLEECKER ST,2018-03-06,14814.0,5971.0
BLEECKER ST,2018-03-07,9857.0,4012.0
BLEECKER ST,2018-03-08,14796.0,5831.0
BLEECKER ST,2018-03-09,15495.0,6250.0
BOROUGH HALL,2018-03-03,15134.0,9058.0
BOROUGH HALL,2018-03-04,10794.0,6768.0
BOROUGH HALL,2018-03-05,39365.0,24332.0
BOROUGH HALL,2018-03-06,41235.0,25622.0
BOROUGH HALL,2018-03-07,27613.0,16730.0
BOROUGH HALL,2018-03-08,37953.0,23355.0
BOROUGH HALL,2018-03-09,37951.0,23672.0
BOTANIC GARDEN,2018-03-03,721.0,1396.0
BOTANIC GARDEN,2018-03-04,542.0,921.0
BOTANIC GARDEN,2018-03-05,1559.0,1824.0
BOTANIC GARDEN,2018-03-06,1585.0,1981.0
BOTANIC GARDEN,2018-03-07,1302.0,1507.0
BOTANIC GARDEN,2018-03-08,1590.0,1945.0
BOTANIC GARDEN,2018-03-09,1562.0,2066.0
BOWERY,2018-03-03,22.0,10.0
BOWERY,2018-03-04,2123.0,2021.0
BOWERY,2018-03-05,3293.0,2471.0
BOWERY,2018-03-06,3437.0,2623.0
BOWERY,2018-03-07,2240.0,1847.0
BOWERY,2018-03-08,3263.0,2713.0
BOWERY,2018-03-09,3541.0,2843.0
BOWLING GREEN,2018-03-03,9096.0,8271.0
BOWLING GREEN,2018-03-04,6654.0,6106.0
BOWLING GREEN,2018-03-05,30677.0,26200.0
BOWLING GREEN,2018-03-06,32519.0,27461.0
BOWLING GREEN,2018-03-07,19845.0,17089.0
BOWLING GREEN,2018-03-08,29896.0,25652.0
BOWLING GREEN,2018-03-09,30869.0,27243.0
BRIARWOOD,2018-03-03,2392.0,1407.0
BRIARWOOD,2018-03-04,1805.0,1052.0
BRIARWOOD,2018-03-05,5213.0,2492.0
BRIARWOOD,2018-03-06,5404.0,2558.0
BRIARWOOD,2018-03-07,3769.0,2014.0
BRIARWOOD,2018-03-08,5248.0,2527.0
BRIARWOOD,2018-03-09,5360.0,2477.0
BRIGHTON BEACH,2018-03-03,6151.0,3914.0
BRIGHTON BEACH,2018-03-04,5162.0,3346.0
BRIGHTON BEACH,2018-03-05,13703.0,8515.0
BRIGHTON BEACH,2018-03-06,14273.0,8890.0
BRIGHTON BEACH,2018-03-07,9707.0,6171.0
BRIGHTON BEACH,2018-03-08,13375.0,8410.0
BRIGHTON BEACH,2018-03-09,11544.0,7661.0
BROAD CHANNEL,2018-03-03,136.0,59.0
BROAD CHANNEL,2018-03-04,73.0,41.0
BROAD CHANNEL,2018-03-05,300.0,72.0
BROAD CHANNEL,2018-03-06,306.0,49.0
BROAD CHANNEL,2018-03-07,206.0,81.0
BROAD CHANNEL,2018-03-08,297.0,61.0
