STATION,date,ENTRIES,EXITS
BROAD CHANNEL,2018-03-09,298.0,45.0
BROAD ST,2018-03-03,203.0,89.0
BROAD ST,2018-03-04,1032.0,580.0
BROAD ST,2018-03-05,6512.0,2409.0
BROAD ST,2018-03-06,6664.0,2336.0
BROAD ST,2018-03-07,5066.0,1722.0
BROAD ST,2018-03-08,6467.0,2355.0
BROAD ST,2018-03-09,6456.0,2355.0
BROADWAY,2018-03-03,12633.0,8917.0
BROADWAY,2018-03-04,9502.0,7449.0
BROADWAY,2018-03-05,21756.0,13454.0
BROADWAY,2018-03-06,22967.0,12737.0
BROADWAY,2018-03-07,16686.0,10851.0
BROADWAY,2018-03-08,22367.0,13678.0
BROADWAY,2018-03-09,22175.0,13206.0
BROADWAY JCT,2018-03-03,12746.0,8201.0
BROADWAY JCT,2018-03-04,9475.0,5010.0
BROADWAY JCT,2018-03-05,8898.0,7447.0
BROADWAY JCT,2018-03-06,9099.0,7818.0
BROADWAY JCT,2018-03-07,6897.0,6117.0
BROADWAY JCT,2018-03-08,8799.0,7384.0
BROADWAY JCT,2018-03-09,9123.0,7860.0
BRONX PARK EAST,2018-03-03,1012.0,509.0
BRONX PARK EAST,2018-03-04,725.0,446.0
BRONX PARK EAST,2018-03-05,2561.0,903.0
BRONX PARK EAST,2018-03-06,2589.0,1000.0
BRONX PARK EAST,2018-03-07,1838.0,710.0
BRONX PARK EAST,2018-03-08,2521.0,929.0
BRONX PARK EAST,2018-03-09,2514.0,968.0
BROOK AV,2018-03-03,3637.0,3112.0
BROOK AV,2018-03-04,2716.0,2466.0
BROOK AV,2018-03-05,5878.0,4794.0
BROOK AV,2018-03-06,6095.0,4766.0
BROOK AV,2018-03-07,4806.0,4133.0
BROOK AV,2018-03-08,6043.0,4619.0
BROOK AV,2018-03-09,6243.0,4940.0
BROOKLYN BRIDGE,2018-03-03,5854.0,5747.0
BROOKLYN BRIDGE,2018-03-04,4490.0,4379.0
BROOKLYN BRIDGE,2018-03-05,16918.0,16388.0
BROOKLYN BRIDGE,2018-03-06,18349.0,17220.0
BROOKLYN BRIDGE,2018-03-07,10771.0,11065.0
BROOKLYN BRIDGE,2018-03-08,16563.0,15926.0
BROOKLYN BRIDGE,2018-03-09,16007.0,15661.0
BUHRE AV,2018-03-03,1486.0,1413.0
BUHRE AV,2018-03-04,1056.0,1082.0
BUHRE AV,2018-03-05,3825.0,3102.0
BUHRE AV,2018-03-06,3980.0,3231.0
BUHRE AV,2018-03-07,2730.0,2602.0
BUHRE AV,2018-03-08,3645.0,2980.0
BUHRE AV,2018-03-09,3805.0,3051.0
BURKE AV,2018-03-03,1524.0,989.0
BURKE AV,2018-03-04,1139.0,869.0
BURKE AV,2018-03-05,3176.0,1087.0
BURKE AV,2018-03-06,3422.0,1144.0
BURKE AV,2018-03-07,2457.0,972.0
BURKE AV,2018-03-08,3203.0,1022.0
BURKE AV,2018-03-09,3310.0,1169.0
BURNSIDE AV,2018-03-03,6405.0,4978.0
BURNSIDE AV,2018-03-04,4466.0,3658.0
BURNSIDE AV,2018-03-05,11317.0,5758.0
BURNSIDE AV,2018-03-06,11556.0,5808.0
BURNSIDE AV,2018-03-07,7768.0,3603.0
BURNSIDE AV,2018-03-08,11175.0,4843.0
BURNSIDE AV,2018-03-09,10773.0,5481.0
BUSHWICK AV,2018-03-03,1713.0,1188.0
BUSHWICK AV,2018-03-04,1234.0,965.0
BUSHWICK AV,2018-03-05,2069.0,1451.0
BUSHWICK AV,2018-03-06,2192.0,1509.0
BUSHWICK AV,2018-03-07,1637.0,1071.0
BUSHWICK AV,2018-03-08,2127.0,1334.0
BUSHWICK AV,2018-03-09,2281.0,1426.0
CANAL ST,2018-03-03,36582.0,37296.0
CANAL ST,2018-03-04,29394.0,28486.0
CANAL ST,2018-03-05,59330.0,50400.0
CANAL ST,2018-03-06,62338.0,53656.0
CANAL ST,2018-03-07,40696.0,34695.0
CANAL ST,2018-03-08,57894.0,51487.0
CANAL ST,2018-03-09,63644.0,56549.0
CANARSIE-ROCKAW,2018-03-03,5816.0,1501.0
CANARSIE-ROCKAW,2018-03-04,4318.0,1095.0
CANARSIE-ROCKAW,2018-03-05,12261.0,2136.0
CANARSIE-ROCKAW,2018-03-06,12641.0,2370.0
CANARSIE-ROCKAW,2018-03-07,9539.0,2523.0
CANARSIE-ROCKAW,2018-03-08,11966.0,2090.0
CANARSIE-ROCKAW,2018-03-09,12109.0,2255.0
CARROLL ST,2018-03-03,5201.0,2728.0
CARROLL ST,2018-03-04,3965.0,2149.0
CARROLL ST,2018-03-05,11966.0,5032.0
CARROLL ST,2018-03-06,12618.0,4977.0
CARROLL ST,2018-03-07,9791.0,4253.0
CARROLL ST,2018-03-08,12679.0,5068.0
CARROLL ST,2018-03-09,12279.0,5135.0
CASTLE HILL AV,2018-03-03,3685.0,3715.0
CASTLE HILL AV,2018-03-04,2723.0,2858.0
CASTLE HILL AV,2018-03-05,6984.0,6072.0
CASTLE HILL AV,2018-03-06,7202.0,6430.0
CASTLE HILL AV,2018-03-07,5249.0,4928.0
CASTLE HILL AV,2018-03-08,6902.0,6195.0
CASTLE HILL AV,2018-03-09,7198.0,6558.0
CATHEDRAL PKWY,2018-03-03,9784.0,4807.0
CATHEDRAL PKWY,2018-03-04,8023.0,4760.0
CATHEDRAL PKWY,2018-03-05,17580.0,8838.0
CATHEDRAL PKWY,2018-03-06,18366.0,9217.0
CATHEDRAL PKWY,2018-03-07,13382.0,7431.0
CATHEDRAL PKWY,2018-03-08,18600.0,9112.0
CATHEDRAL PKWY,2018-03-09,18951.0,9126.0
CENTRAL PK N110,2018-03-03,5685.0,4140.0
CENTRAL PK N110,2018-03-04,4290.0,3647.0
CENTRAL PK N110,2018-03-05,8105.0,6673.0
CENTRAL PK N110,2018-03-06,8909.0,7121.0
CENTRAL PK N110,2018-03-07,6548.0,5200.0
CENTRAL PK N110,2018-03-08,8606.0,6720.0
CENTRAL PK N110,2018-03-09,8883.0,6994.0
CHAMBERS ST,2018-03-03,18127.0,14830.0
CHAMBERS ST,2018-03-04,13287.0,11684.0
CHAMBERS ST,2018-03-05,68229.0,41756.0
CHAMBERS ST,2018-03-06,72186.0,44974.0
CHAMBERS ST,2018-03-07,48803.0,30184.0
CHAMBERS ST,2018-03-08,66702.0,42175.0
CHAMBERS ST,2018-03-09,63718.0,41058.0
CHAUNCEY ST,2018-03-03,1822.0,707.0
CHAUNCEY ST,2018-03-04,1492.0,599.0
CHAUNCEY ST,2018-03-05,3500.0,1391.0
CHAUNCEY ST,2018-03-06,3666.0,1405.0
CHAUNCEY ST,2018-03-07,2730.0,1264.0
CHAUNCEY ST,2018-03-08,3580.0,1322.0
CHAUNCEY ST,2018-03-09,3630.0,1361.0
CHRISTOPHER ST,2018-03-03,9263.0,10198.0
CHRISTOPHER ST,2018-03-04,7343.0,6779.0
CHRISTOPHER ST,2018-03-05,12900.0,11950.0
CHRISTOPHER ST,2018-03-06,13821.0,13226.0
CHRISTOPHER ST,2018-03-07,8191.0,7953.0
CHRISTOPHER ST,2018-03-08,13230.0,12471.0
CHRISTOPHER ST,2018-03-09,14279.0,14386.0
CHURCH AV,2018-03-03,21298.0,14052.0
CHURCH AV,2018-03-04,16111.0,11756.0
CHURCH AV,2018-03-05,37061.0,24479.0
CHURCH AV,2018-03-06,38450.0,24812.0
CHURCH AV,2018-03-07,28794.0,19100.0
CHURCH AV,2018-03-08,36860.0,24345.0
CHURCH AV,2018-03-09,37892.0,24106.0
CITY / BUS,2018-03-03,8813.0,8070.0
CITY / BUS,2018-03-04,5787.0,5443.0
CITY / BUS,2018-03-05,18661.0,17409.0
CITY / BUS,2018-03-06,18788.0,17924.0
CITY / BUS,2018-03-07,9773.0,10668.0
CITY / BUS,2018-03-08,17515.0,15190.0
CITY / BUS,2018-03-09,18934.0,16749.0
CITY HALL,2018-03-03,2421.0,1617.0
CITY HALL,2018-03-04,1794.0,1335.0
CITY HALL,2018-03-05,7105.0,3981.0
CITY HALL,2018-03-06,7636.0,4137.0
CITY HALL,2018-03-07,4930.0,2712.0
CITY HALL,2018-03-08,7150.0,3841.0
CITY HALL,2018-03-09,6677.0,3409.0
CLARK ST,2018-03-03,0.0,2.0
CLARK ST,2018-03-04,0.0,7.0
CLARK ST,2018-03-05,4926.0,2394.0
CLARK ST,2018-03-06,5421.0,2456.0
CLARK ST,2018-03-07,3921.0,1913.0
CLARK ST,2018-03-08,5356.0,2485.0
CLARK ST,2018-03-09,5328.0,2487.0
CLASSON AV,2018-03-03,2899.0,2581.0
CLASSON AV,2018-03-04,2177.0,2208.0
CLASSON AV,2018-03-05,5323.0,5084.0
CLASSON AV,2018-03-06,5561.0,5318.0
CLASSON AV,2018-03-07,4310.0,4189.0
CLASSON AV,2018-03-08,5679.0,5162.0
CLASSON AV,2018-03-09,5849.0,5130.0
CLEVELAND ST,2018-03-03,20.0,120.0
CLEVELAND ST,2018-03-04,0.0,0.0
CLEVELAND ST,2018-03-05,3114.0,2664.0
CLEVELAND ST,2018-03-06,3161.0,2749.0
CLEVELAND ST,2018-03-07,2336.0,2324.0
CLEVELAND ST,2018-03-08,3040.0,2623.0
CLEVELAND ST,2018-03-09,3112.0,2805.0
CLINTON-WASH AV,2018-03-03,6851.0,3881.0
CLINTON-WASH AV,2018-03-04,4857.0,2857.0
CLINTON-WASH AV,2018-03-05,12111.0,5794.0
CLINTON-WASH AV,2018-03-06,12831.0,5803.0
CLINTON-WASH AV,2018-03-07,9836.0,5159.0
CLINTON-WASH AV,2018-03-08,12826.0,5757.0
CLINTON-WASH AV,2018-03-09,12675.0,5982.0
CONEY IS-STILLW,2018-03-03,6952.0,6063.0
CONEY IS-STILLW,2018-03-04,5681.0,5394.0
CONEY IS-STILLW,2018-03-05,11228.0,9349.0
CONEY IS-STILLW,2018-03-06,11877.0,9890.0
CONEY IS-STILLW,2018-03-07,-3785435.0,-6171560.0
CONEY IS-STILLW,2018-03-08,11078.0,9113.0
CONEY IS-STILLW,2018-03-09,11286.0,9645.0
CORTELYOU RD,2018-03-03,4268.0,1206.0
CORTELYOU RD,2018-03-04,3347.0,1047.0
CORTELYOU RD,2018-03-05,6475.0,1954.0
CORTELYOU RD,2018-03-06,6702.0,1901.0
CORTELYOU RD,2018-03-07,5028.0,1543.0
CORTELYOU RD,2018-03-08,6709.0,1844.0
CORTELYOU RD,2018-03-09,6619.0,1811.0
CORTLANDT ST,2018-03-03,9269.0,7563.0
CORTLANDT ST,2018-03-04,7140.0,6006.0
CORTLANDT ST,2018-03-05,18791.0,14826.0
CORTLANDT ST,2018-03-06,18701.0,15324.0
CORTLANDT ST,2018-03-07,12357.0,10937.0
CORTLANDT ST,2018-03-08,17908.0,14239.0
CORTLANDT ST,2018-03-09,19822.0,14369.0
COURT SQ,2018-03-03,7113.0,5819.0
COURT SQ,2018-03-04,4787.0,4237.0
COURT SQ,2018-03-05,16629.0,16399.0
COURT SQ,2018-03-06,17439.0,17314.0
COURT SQ,2018-03-07,10828.0,11173.0
COURT SQ,2018-03-08,16551.0,16342.0
COURT SQ,2018-03-09,15207.0,15352.0
COURT SQ-23 ST,2018-03-03,6581.0,1459.0
COURT SQ-23 ST,2018-03-04,5158.0,1034.0
COURT SQ-23 ST,2018-03-05,8492.0,2630.0
COURT SQ-23 ST,2018-03-06,8908.0,2631.0
COURT SQ-23 ST,2018-03-07,6562.0,2167.0
COURT SQ-23 ST,2018-03-08,8697.0,2839.0
COURT SQ-23 ST,2018-03-09,8850.0,2743.0
CRESCENT ST,2018-03-03,52.0,216.0
CRESCENT ST,2018-03-04,0.0,1.0
CRESCENT ST,2018-03-05,4658.0,4244.0
CRESCENT ST,2018-03-06,4652.0,4443.0
CRESCENT ST,2018-03-07,3559.0,3564.0
CRESCENT ST,2018-03-08,4507.0,4629.0
CRESCENT ST,2018-03-09,4705.0,4560.0
CROWN HTS-UTICA,2018-03-03,13669.0,9323.0
CROWN HTS-UTICA,2018-03-04,9688.0,7152.0
CROWN HTS-UTICA,2018-03-05,27094.0,19254.0
CROWN HTS-UTICA,2018-03-06,27983.0,19525.0
CROWN HTS-UTICA,2018-03-07,20651.0,14935.0
CROWN HTS-UTICA,2018-03-08,26454.0,18496.0
CROWN HTS-UTICA,2018-03-09,27689.0,19354.0
CYPRESS AV,2018-03-03,1908.0,1263.0
CYPRESS AV,2018-03-04,1420.0,931.0
CYPRESS AV,2018-03-05,3716.0,2292.0
CYPRESS AV,2018-03-06,3737.0,2250.0
CYPRESS AV,2018-03-07,2745.0,1748.0
CYPRESS AV,2018-03-08,3719.0,2237.0
CYPRESS AV,2018-03-09,3765.0,2360.0
CYPRESS HILLS,2018-03-03,0.0,12.0
CYPRESS HILLS,2018-03-04,1.0,15.0
CYPRESS HILLS,2018-03-05,1541.0,941.0
CYPRESS HILLS,2018-03-06,1643.0,982.0
CYPRESS HILLS,2018-03-07,1229.0,742.0
CYPRESS HILLS,2018-03-08,1521.0,1021.0
CYPRESS HILLS,2018-03-09,1609.0,933.0
DEKALB AV,2018-03-03,18539.0,8400.0
DEKALB AV,2018-03-04,14659.0,6308.0
DEKALB AV,2018-03-05,32277.0,12587.0
DEKALB AV,2018-03-06,33676.0,12555.0
DEKALB AV,2018-03-07,23132.0,9095.0
DEKALB AV,2018-03-08,31158.0,12238.0
DEKALB AV,2018-03-09,32457.0,11902.0
DELANCEY/ESSEX,2018-03-03,14951.0,12784.0
DELANCEY/ESSEX,2018-03-04,11897.0,9052.0
DELANCEY/ESSEX,2018-03-05,20942.0,15954.0
DELANCEY/ESSEX,2018-03-06,21835.0,16057.0
DELANCEY/ESSEX,2018-03-07,16779.0,12633.0
DELANCEY/ESSEX,2018-03-08,21512.0,16635.0
DELANCEY/ESSEX,2018-03-09,23511.0,18549.0
DITMAS AV,2018-03-03,1449.0,764.0
DITMAS AV,2018-03-04,1581.0,865.0
DITMAS AV,2018-03-05,4014.0,1771.0
DITMAS AV,2018-03-06,4059.0,1734.0
DITMAS AV,2018-03-07,3392.0,1654.0
DITMAS AV,2018-03-08,4046.0,1725.0
DITMAS AV,2018-03-09,3845.0,1693.0
DYCKMAN ST,2018-03-03,8863.0,2801.0
DYCKMAN ST,2018-03-04,6860.0,2519.0
DYCKMAN ST,2018-03-05,13276.0,4006.0
DYCKMAN ST,2018-03-06,14226.0,4082.0
DYCKMAN ST,2018-03-07,10261.0,2930.0
DYCKMAN ST,2018-03-08,13838.0,3752.0
DYCKMAN ST,2018-03-09,14204.0,3891.0
E 143/ST MARY'S,2018-03-03,434.0,482.0
E 143/ST MARY'S,2018-03-04,366.0,404.0
E 143/ST MARY'S,2018-03-05,1078.0,1200.0
E 143/ST MARY'S,2018-03-06,1098.0,1291.0
E 143/ST MARY'S,2018-03-07,873.0,897.0
E 143/ST MARY'S,2018-03-08,1056.0,1092.0
E 143/ST MARY'S,2018-03-09,1041.0,1204.0
E 149 ST,2018-03-03,2747.0,2249.0
E 149 ST,2018-03-04,2082.0,1964.0
E 149 ST,2018-03-05,4861.0,3873.0
E 149 ST,2018-03-06,5019.0,4055.0
E 149 ST,2018-03-07,3740.0,3305.0
E 149 ST,2018-03-08,4800.0,3751.0
E 149 ST,2018-03-09,5014.0,4127.0
E 180 ST,2018-03-03,4163.0,3686.0
E 180 ST,2018-03-04,2740.0,2898.0
E 180 ST,2018-03-05,7191.0,4860.0
E 180 ST,2018-03-06,7390.0,5136.0
E 180 ST,2018-03-07,5263.0,4077.0
E 180 ST,2018-03-08,6917.0,4632.0
E 180 ST,2018-03-09,7211.0,4828.0
EAST 105 ST,2018-03-03,1822.0,1617.0
EAST 105 ST,2018-03-04,1385.0,1207.0
EAST 105 ST,2018-03-05,3960.0,3187.0
EAST 105 ST,2018-03-06,4017.0,3329.0
EAST 105 ST,2018-03-07,2962.0,2637.0
EAST 105 ST,2018-03-08,3854.0,3039.0
EAST 105 ST,2018-03-09,3835.0,3271.0
EAST BROADWAY,2018-03-03,9260.0,5228.0
EAST BROADWAY,2018-03-04,7784.0,4486.0
EAST BROADWAY,2018-03-05,14519.0,6438.0
EAST BROADWAY,2018-03-06,15170.0,8742.0
EAST BROADWAY,2018-03-07,11470.0,6755.0
EAST BROADWAY,2018-03-08,12350.0,7424.0
EASTCHSTER/DYRE,2018-03-03,1060.0,1598.0
EASTCHSTER/DYRE,2018-03-04,1003.0,1281.0
EASTCHSTER/DYRE,2018-03-05,3879.0,4061.0
EASTCHSTER/DYRE,2018-03-06,4016.0,4182.0
EASTCHSTER/DYRE,2018-03-07,2706.0,2995.0
EASTCHSTER/DYRE,2018-03-08,3910.0,3893.0
EASTCHSTER/DYRE,2018-03-09,4038.0,4225.0
EASTN PKWY-MUSM,2018-03-03,5789.0,5386.0
EASTN PKWY-MUSM,2018-03-04,3058.0,3031.0
EASTN PKWY-MUSM,2018-03-05,4081.0,3808.0
EASTN PKWY-MUSM,2018-03-06,4562.0,4301.0
EASTN PKWY-MUSM,2018-03-07,4103.0,3621.0
EASTN PKWY-MUSM,2018-03-08,5511.0,5059.0
EASTN PKWY-MUSM,2018-03-09,5522.0,4760.0
ELDER AV,2018-03-03,3993.0,3323.0
ELDER AV,2018-03-04,2984.0,2672.0
ELDER AV,2018-03-05,6552.0,5153.0
ELDER AV,2018-03-06,6549.0,5121.0
ELDER AV,2018-03-07,5016.0,4529.0
ELDER AV,2018-03-08,6493.0,5107.0
ELDER AV,2018-03-09,6384.0,5203.0
ELMHURST AV,2018-03-03,8228.0,1980.0
ELMHURST AV,2018-03-04,6955.0,1720.0
ELMHURST AV,2018-03-05,13016.0,2461.0
ELMHURST AV,2018-03-06,13301.0,2643.0
ELMHURST AV,2018-03-07,10774.0,2206.0
ELMHURST AV,2018-03-08,13025.0,2496.0
ELMHURST AV,2018-03-09,13328.0,2521.0
EUCLID AV,2018-03-03,6210.0,2099.0
EUCLID AV,2018-03-04,4791.0,1770.0
EUCLID AV,2018-03-05,11041.0,2993.0
EUCLID AV,2018-03-06,11399.0,3206.0
EUCLID AV,2018-03-07,8428.0,2465.0
EUCLID AV,2018-03-08,10743.0,2944.0
EUCLID AV,2018-03-09,11163.0,3087.0
EXCHANGE PLACE,2018-03-03,4013.0,3344.0
EXCHANGE PLACE,2018-03-04,3052.0,3142.0
EXCHANGE PLACE,2018-03-05,17739.0,16981.0
EXCHANGE PLACE,2018-03-06,18307.0,17841.0
EXCHANGE PLACE,2018-03-07,8685.0,8560.0
EXCHANGE PLACE,2018-03-08,15750.0,14528.0
EXCHANGE PLACE,2018-03-09,16927.0,15748.0
FAR ROCKAWAY,2018-03-03,2668.0,2544.0
FAR ROCKAWAY,2018-03-04,2067.0,2250.0
FAR ROCKAWAY,2018-03-05,4943.0,4746.0
FAR ROCKAWAY,2018-03-06,5065.0,4859.0
FAR ROCKAWAY,2018-03-07,3326.0,3525.0
FAR ROCKAWAY,2018-03-08,4700.0,4544.0
FAR ROCKAWAY,2018-03-09,4985.0,4747.0
FLATBUSH AV-B.C,2018-03-03,7038.0,3503.0
FLATBUSH AV-B.C,2018-03-04,5080.0,2774.0
FLATBUSH AV-B.C,2018-03-05,17475.0,8979.0
FLATBUSH AV-B.C,2018-03-06,18261.0,9417.0
FLATBUSH AV-B.C,2018-03-07,13398.0,7436.0
FLATBUSH AV-B.C,2018-03-08,17331.0,8712.0
FLATBUSH AV-B.C,2018-03-09,16311.0,8200.0
FLUSHING AV,2018-03-03,4834.0,3003.0
FLUSHING AV,2018-03-04,4132.0,2909.0
FLUSHING AV,2018-03-05,11408.0,7252.0
FLUSHING AV,2018-03-06,11891.0,7360.0
FLUSHING AV,2018-03-07,8774.0,6160.0
FLUSHING AV,2018-03-08,11210.0,6960.0
FLUSHING AV,2018-03-09,11667.0,7056.0
FLUSHING-MAIN,2018-03-03,35423.0,28944.0
FLUSHING-MAIN,2018-03-04,27843.0,23073.0
FLUSHING-MAIN,2018-03-05,57661.0,46976.0
FLUSHING-MAIN,2018-03-06,58904.0,47006.0
FLUSHING-MAIN,2018-03-07,40528.0,32114.0
FLUSHING-MAIN,2018-03-08,55970.0,44542.0
FLUSHING-MAIN,2018-03-09,57696.0,45081.0
FORDHAM RD,2018-03-03,14859.0,5140.0
FORDHAM RD,2018-03-04,10598.0,3846.0
FORDHAM RD,2018-03-05,23480.0,7216.0
FORDHAM RD,2018-03-06,23990.0,7215.0
FORDHAM RD,2018-03-07,15903.0,5342.0
FORDHAM RD,2018-03-08,22888.0,7043.0
FORDHAM RD,2018-03-09,23531.0,7129.0
FOREST AVE,2018-03-03,973.0,851.0
FOREST AVE,2018-03-04,718.0,684.0
FOREST AVE,2018-03-05,2118.0,1508.0
FOREST AVE,2018-03-06,2155.0,1669.0
FOREST AVE,2018-03-07,1800.0,1620.0
FOREST AVE,2018-03-08,2111.0,1577.0
FOREST AVE,2018-03-09,2100.0,1503.0
FOREST HILLS 71,2018-03-03,12629.0,5976.0
FOREST HILLS 71,2018-03-04,10127.0,5112.0
FOREST HILLS 71,2018-03-05,26994.0,12568.0
FOREST HILLS 71,2018-03-06,27829.0,13044.0
FOREST HILLS 71,2018-03-07,19667.0,10000.0
FOREST HILLS 71,2018-03-08,26495.0,12060.0
FOREST HILLS 71,2018-03-09,26791.0,12250.0
FRANKLIN AV,2018-03-03,7854.0,6746.0
FRANKLIN AV,2018-03-04,6140.0,6246.0
FRANKLIN AV,2018-03-05,13490.0,12048.0
FRANKLIN AV,2018-03-06,13935.0,11843.0
FRANKLIN AV,2018-03-07,9958.0,9615.0
FRANKLIN AV,2018-03-08,13505.0,11519.0
FRANKLIN AV,2018-03-09,13918.0,11836.0
FRANKLIN ST,2018-03-03,2241.0,1360.0
FRANKLIN ST,2018-03-04,1851.0,966.0
FRANKLIN ST,2018-03-05,5166.0,2893.0
FRANKLIN ST,2018-03-06,5726.0,3179.0
FRANKLIN ST,2018-03-07,4016.0,2089.0
FRANKLIN ST,2018-03-08,5434.0,2844.0
FRANKLIN ST,2018-03-09,5748.0,2747.0
FREEMAN ST,2018-03-03,2385.0,1875.0
FREEMAN ST,2018-03-04,1897.0,1703.0
FREEMAN ST,2018-03-05,4681.0,3114.0
FREEMAN ST,2018-03-06,4769.0,3263.0
FREEMAN ST,2018-03-07,3442.0,2687.0
FREEMAN ST,2018-03-08,4537.0,2989.0
FREEMAN ST,2018-03-09,4828.0,3197.0
FRESH POND RD,2018-03-03,1833.0,1777.0
FRESH POND RD,2018-03-04,1342.0,1403.0
FRESH POND RD,2018-03-05,3629.0,3524.0
FRESH POND RD,2018-03-06,3720.0,3730.0
FRESH POND RD,2018-03-07,2986.0,3421.0
FRESH POND RD,2018-03-08,3703.0,3341.0
FRESH POND RD,2018-03-09,3673.0,3633.0
FT HAMILTON PKY,2018-03-03,6715.0,2298.0
FT HAMILTON PKY,2018-03-04,5518.0,2344.0
FT HAMILTON PKY,2018-03-05,14252.0,4377.0
FT HAMILTON PKY,2018-03-06,14813.0,4314.0
FT HAMILTON PKY,2018-03-07,11726.0,4167.0
FT HAMILTON PKY,2018-03-08,14343.0,4240.0
FT HAMILTON PKY,2018-03-09,14132.0,4318.0
FULTON ST,2018-03-03,35448.0,26475.0
FULTON ST,2018-03-04,27778.0,21916.0
FULTON ST,2018-03-05,90647.0,77860.0
FULTON ST,2018-03-06,94982.0,82106.0
FULTON ST,2018-03-07,66328.0,56919.0
FULTON ST,2018-03-08,90218.0,78276.0
FULTON ST,2018-03-09,95489.0,79494.0
GATES AV,2018-03-03,3937.0,1216.0
GATES AV,2018-03-04,3157.0,1209.0
GATES AV,2018-03-05,7750.0,2622.0
GATES AV,2018-03-06,7873.0,2565.0
GATES AV,2018-03-07,5928.0,2333.0
GATES AV,2018-03-08,7702.0,2319.0
GATES AV,2018-03-09,7939.0,2436.0
GRAHAM AV,2018-03-03,6789.0,5389.0
GRAHAM AV,2018-03-04,5015.0,4308.0
GRAHAM AV,2018-03-05,9864.0,6663.0
GRAHAM AV,2018-03-06,10631.0,6785.0
GRAHAM AV,2018-03-07,8143.0,5935.0
GRAHAM AV,2018-03-08,10530.0,6537.0
GRAHAM AV,2018-03-09,10707.0,7234.0
GRAND ARMY PLAZ,2018-03-03,3846.0,1515.0
GRAND ARMY PLAZ,2018-03-04,2732.0,1069.0
GRAND ARMY PLAZ,2018-03-05,7549.0,2592.0
GRAND ARMY PLAZ,2018-03-06,7833.0,2712.0
GRAND ARMY PLAZ,2018-03-07,5661.0,2085.0
GRAND ARMY PLAZ,2018-03-08,7773.0,2601.0
GRAND ARMY PLAZ,2018-03-09,7503.0,2554.0
GRAND ST,2018-03-03,21451.0,13834.0
GRAND ST,2018-03-04,17096.0,10550.0
GRAND ST,2018-03-05,31765.0,20268.0
GRAND ST,2018-03-06,33191.0,21643.0
GRAND ST,2018-03-07,21357.0,14777.0
GRAND ST,2018-03-08,31204.0,19863.0
GRAND ST,2018-03-09,34187.0,23364.0
GRAND-NEWTOWN,2018-03-03,8524.0,5403.0
GRAND-NEWTOWN,2018-03-04,6480.0,4419.0
GRAND-NEWTOWN,2018-03-05,13321.0,8308.0
GRAND-NEWTOWN,2018-03-06,11995.0,9369.0
GRAND-NEWTOWN,2018-03-07,10987.0,7378.0
GRAND-NEWTOWN,2018-03-08,-2015773.0,-118130.0
GRAND-NEWTOWN,2018-03-09,14518.0,9278.0
GRANT AV,2018-03-03,3700.0,2894.0
GRANT AV,2018-03-04,2819.0,2415.0
GRANT AV,2018-03-05,6487.0,4810.0
GRANT AV,2018-03-06,6674.0,4708.0
GRANT AV,2018-03-07,4858.0,3683.0
GRANT AV,2018-03-08,6323.0,4578.0
GRANT AV,2018-03-09,6535.0,4344.0
GRD CNTRL-42 ST,2018-03-03,44730.0,48945.0
GRD CNTRL-42 ST,2018-03-04,33985.0,35860.0
GRD CNTRL-42 ST,2018-03-05,139224.0,123801.0
GRD CNTRL-42 ST,2018-03-06,147214.0,128826.0
GRD CNTRL-42 ST,2018-03-07,96954.0,80091.0
GRD CNTRL-42 ST,2018-03-08,132620.0,119896.0
GRD CNTRL-42 ST,2018-03-09,143439.0,129887.0
GREENPOINT AV,2018-03-03,5802.0,4201.0
GREENPOINT AV,2018-03-04,4194.0,2879.0
GREENPOINT AV,2018-03-05,9706.0,6736.0
GREENPOINT AV,2018-03-06,10073.0,6981.0
GREENPOINT AV,2018-03-07,8172.0,5703.0
GREENPOINT AV,2018-03-08,10244.0,6868.0
GREENPOINT AV,2018-03-09,10266.0,7328.0
GROVE STREET,2018-03-03,9480.0,8499.0
GROVE STREET,2018-03-04,6866.0,7581.0
GROVE STREET,2018-03-05,20290.0,19395.0
GROVE STREET,2018-03-06,21455.0,19260.0
GROVE STREET,2018-03-07,11252.0,10653.0
GROVE STREET,2018-03-08,19759.0,17836.0
GROVE STREET,2018-03-09,20801.0,18654.0
GUN HILL RD,2018-03-03,5787.0,5335.0
GUN HILL RD,2018-03-04,4353.0,4098.0
GUN HILL RD,2018-03-05,12685.0,8325.0
GUN HILL RD,2018-03-06,13300.0,8576.0
GUN HILL RD,2018-03-07,8968.0,6302.0
GUN HILL RD,2018-03-08,12449.0,7900.0
GUN HILL RD,2018-03-09,12853.0,10104.0
HALSEY ST,2018-03-03,9513.0,4593.0
HALSEY ST,2018-03-04,7550.0,3992.0
HALSEY ST,2018-03-05,15913.0,7682.0
HALSEY ST,2018-03-06,16679.0,7919.0
HALSEY ST,2018-03-07,12876.0,6414.0
HALSEY ST,2018-03-08,15976.0,7452.0
HALSEY ST,2018-03-09,16498.0,7829.0
HARLEM 148 ST,2018-03-03,2342.0,2073.0
HARLEM 148 ST,2018-03-04,1807.0,1714.0
HARLEM 148 ST,2018-03-05,4100.0,3444.0
HARLEM 148 ST,2018-03-06,4242.0,3723.0
